選挙区,都道府県,都道府県コード,区番号,対象地域,候補者数,出馬政党,総人口,有権者数,年齢_18〜29歳,年齢_30〜39歳,年齢_40〜49歳,年齢_50〜59歳,年齢_60〜69歳,年齢_70歳以上,男性比率,女性比率,世帯_単身,世帯_夫婦のみ,世帯_核家族,世帯_三世代,世帯_その他,都市化分類,都市化率,第一次産業比率,第二次産業比率,第三次産業比率,所得水準,平均年収（円）,失業率,大卒率,主要産業,経済課題,生活費指数,高齢化依存率,投票率_2021,投票率_2017,投票率_平均,支持率_自民党,支持率_立憲民主党,支持率_維新,支持率_国民民主党,支持率_共産党,支持率_れいわ,支持率_参政党,支持率_その他,イデオロギー_保守,イデオロギー_中道,イデオロギー_革新,政治関心_高,政治関心_中,政治関心_低,浮動票率,主要課題1,主要課題2,主要課題3,課題優先度_経済,課題優先度_社会保障,課題優先度_安全保障,課題優先度_教育,課題優先度_環境,課題優先度_地方創生,課題優先度_憲法改正,課題優先度_防災,ペルソナ_都市部若年勤労者,ペルソナ_郊外子育て世帯,ペルソナ_中高年会社員,ペルソナ_中高年女性労働者,ペルソナ_農村部農業従事者,ペルソナ_高齢年金受給者,ペルソナ_自営業者,ペルソナ_公務員,ペルソナ_大学生,ペルソナ_専業主婦主夫,ペルソナ_非正規雇用,ペルソナ_労働組合員
福島県4区,福島県,7,4,会津若松市、喜多方市、会津地方,3,中道改革連合、自民党、参政党,329967,288000,0.08,0.09,0.14,0.14,0.18,0.37,0.49,0.51,0.29,0.21,0.28,0.12,0.1,地方都市,0.55,0.09,0.3,0.61,中,3600000,0.035,0.25,製造業、農業、観光業,原発事故復興、風評被害、人口減少,94.0,0.424,0.536,0.508,0.522,0.39,0.17,0.05,0.08,0.05,0.05,0.03,0.18,0.46,0.37,0.17,0.24,0.43,0.33,0.27,原発事故からの復興,風評被害対策,人口回復・地域再生,0.18,0.2,0.05,0.07,0.15,0.18,0.02,0.15,0.0297,0.0792,0.099,0.0792,0.1287,0.2772,0.0792,0.0594,0.0099,0.0693,0.0495,0.0396
福島県5区,福島県,7,5,福島県第5区エリア,4,中道改革連合、国民民主党、自民党、参政党,293304,256000,0.06,0.07,0.13,0.15,0.2,0.39,0.49,0.51,0.29,0.21,0.28,0.12,0.1,農村部,0.3,0.15,0.31,0.54,低,3200000,0.038,0.2,製造業、農業、観光業,原発事故復興、風評被害、人口減少,94.0,0.45,0.536,0.508,0.522,0.44,0.15,0.03,0.08,0.04,0.05,0.03,0.18,0.51,0.37,0.12,0.24,0.43,0.33,0.22,原発事故からの復興,風評被害対策,人口回復・地域再生,0.18,0.2,0.05,0.07,0.15,0.18,0.02,0.15,0.0,0.0505,0.0808,0.0707,0.1818,0.3232,0.0909,0.0606,0.0,0.0707,0.0404,0.0303
茨城県1区,茨城県,8,1,水戸市、笠間市、小美玉市,4,中道改革連合、国民民主党、共産党、自民党,368615,313714,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.3,0.21,0.31,0.1,0.08,地方都市,0.55,0.09,0.32,0.59,中,4050000,0.032,0.31,製造業、農業、研究機関,東京への通勤依存、県南北格差、交通インフラ,96.0,0.401,0.518,0.496,0.507,0.41,0.14,0.08,0.07,0.05,0.04,0.03,0.18,0.48,0.37,0.15,0.2,0.43,0.37,0.25,科学技術・研究都市振興,東海第二原発再稼働問題,農業振興,0.25,0.18,0.08,0.12,0.1,0.15,0.04,0.08,0.0495,0.1287,0.1188,0.0792,0.099,0.2178,0.0792,0.0594,0.0198,0.0792,0.0396,0.0297
茨城県2区,茨城県,8,2,日立市、高萩市、北茨城市,3,中道改革連合、自民党、参政党,368615,313714,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.3,0.21,0.31,0.1,0.08,地方都市,0.55,0.09,0.32,0.59,中,4050000,0.032,0.31,製造業、農業、研究機関,東京への通勤依存、県南北格差、交通インフラ,96.0,0.401,0.518,0.496,0.507,0.41,0.14,0.08,0.07,0.05,0.04,0.03,0.18,0.48,0.37,0.15,0.2,0.43,0.37,0.25,科学技術・研究都市振興,東海第二原発再稼働問題,農業振興,0.25,0.18,0.08,0.12,0.1,0.15,0.04,0.08,0.0495,0.1287,0.1188,0.0792,0.099,0.2178,0.0792,0.0594,0.0198,0.0792,0.0396,0.0297
茨城県3区,茨城県,8,3,取手市、龍ケ崎市、牛久市,4,日本維新の会、共産党、自民党、参政党,368615,313714,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.3,0.21,0.31,0.1,0.08,地方都市,0.55,0.09,0.32,0.59,中,4050000,0.032,0.31,製造業、農業、研究機関,東京への通勤依存、県南北格差、交通インフラ,96.0,0.401,0.518,0.496,0.507,0.41,0.14,0.08,0.07,0.05,0.04,0.03,0.18,0.48,0.37,0.15,0.2,0.43,0.37,0.25,科学技術・研究都市振興,東海第二原発再稼働問題,農業振興,0.25,0.18,0.08,0.12,0.1,0.15,0.04,0.08,0.0495,0.1287,0.1188,0.0792,0.099,0.2178,0.0792,0.0594,0.0198,0.0792,0.0396,0.0297
茨城県4区,茨城県,8,4,常総市、坂東市、古河市,4,中道改革連合、国民民主党、日本維新の会、自民党,368615,313714,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.3,0.21,0.31,0.1,0.08,地方都市,0.55,0.09,0.32,0.59,中,4050000,0.032,0.31,製造業、農業、研究機関,東京への通勤依存、県南北格差、交通インフラ,96.0,0.401,0.518,0.496,0.507,0.41,0.14,0.08,0.07,0.05,0.04,0.03,0.18,0.48,0.37,0.15,0.2,0.43,0.37,0.25,科学技術・研究都市振興,東海第二原発再稼働問題,農業振興,0.25,0.18,0.08,0.12,0.1,0.15,0.04,0.08,0.0495,0.1287,0.1188,0.0792,0.099,0.2178,0.0792,0.0594,0.0198,0.0792,0.0396,0.0297
茨城県5区,茨城県,8,5,つくば市、土浦市,4,中道改革連合、共産党、自民党、参政党,368615,313714,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.3,0.21,0.31,0.1,0.08,地方都市,0.55,0.09,0.32,0.59,中,4050000,0.032,0.31,製造業、農業、研究機関,東京への通勤依存、県南北格差、交通インフラ,96.0,0.401,0.518,0.496,0.507,0.41,0.14,0.08,0.07,0.05,0.04,0.03,0.18,0.48,0.37,0.15,0.2,0.43,0.37,0.25,科学技術・研究都市振興,東海第二原発再稼働問題,農業振興,0.25,0.18,0.08,0.12,0.1,0.15,0.04,0.08,0.0495,0.1287,0.1188,0.0792,0.099,0.2178,0.0792,0.0594,0.0198,0.0792,0.0396,0.0297
茨城県6区,茨城県,8,6,ひたちなか市、鹿嶋市、神栖市,5,中道改革連合、国民民主党、共産党、自民党、参政党,368615,313714,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.3,0.21,0.31,0.1,0.08,地方都市,0.55,0.09,0.32,0.59,中,4050000,0.032,0.31,製造業、農業、研究機関,東京への通勤依存、県南北格差、交通インフラ,96.0,0.401,0.518,0.496,0.507,0.41,0.14,0.08,0.07,0.05,0.04,0.03,0.18,0.48,0.37,0.15,0.2,0.43,0.37,0.25,科学技術・研究都市振興,東海第二原発再稼働問題,農業振興,0.25,0.18,0.08,0.12,0.1,0.15,0.04,0.08,0.0495,0.1287,0.1188,0.0792,0.099,0.2178,0.0792,0.0594,0.0198,0.0792,0.0396,0.0297
茨城県7区,茨城県,8,7,筑西市、結城市、下妻市,3,中道改革連合、無所属、自民党,368615,313714,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.3,0.21,0.31,0.1,0.08,地方都市,0.55,0.09,0.32,0.59,中,4050000,0.032,0.31,製造業、農業、研究機関,東京への通勤依存、県南北格差、交通インフラ,96.0,0.401,0.518,0.496,0.507,0.41,0.14,0.08,0.07,0.05,0.04,0.03,0.18,0.48,0.37,0.15,0.2,0.43,0.37,0.25,科学技術・研究都市振興,東海第二原発再稼働問題,農業振興,0.25,0.18,0.08,0.12,0.1,0.15,0.04,0.08,0.0495,0.1287,0.1188,0.0792,0.099,0.2178,0.0792,0.0594,0.0198,0.0792,0.0396,0.0297
栃木県1区,栃木県,9,1,宇都宮市東部,4,国民民主党、日本維新の会、自民党、参政党,386629,328000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.29,0.21,0.3,0.11,0.09,中核市,0.75,0.05,0.32,0.63,中,4450000,0.025,0.34,自動車部品製造、農業、観光業,製造業の海外移転、人口減少、北部過疎化,96.0,0.365,0.512,0.49,0.501,0.4,0.14,0.08,0.07,0.06,0.04,0.03,0.18,0.47,0.36,0.17,0.19,0.42,0.39,0.26,製造業・産業振興,観光振興,農業振興,0.25,0.2,0.05,0.12,0.07,0.18,0.03,0.1,0.0882,0.1275,0.1373,0.0784,0.0588,0.1961,0.0686,0.0588,0.0294,0.0686,0.049,0.0392
栃木県2区,栃木県,9,2,宇都宮市西部、鹿沼市、日光市,4,中道改革連合、無所属、自民党、参政党,386629,328000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.29,0.21,0.3,0.11,0.09,中核市,0.75,0.05,0.32,0.63,中,4450000,0.025,0.34,自動車部品製造、農業、観光業,製造業の海外移転、人口減少、北部過疎化,96.0,0.365,0.512,0.49,0.501,0.4,0.14,0.08,0.07,0.06,0.04,0.03,0.18,0.47,0.36,0.17,0.19,0.42,0.39,0.26,製造業・産業振興,観光振興,農業振興,0.25,0.2,0.05,0.12,0.07,0.18,0.03,0.1,0.0882,0.1275,0.1373,0.0784,0.0588,0.1961,0.0686,0.0588,0.0294,0.0686,0.049,0.0392
栃木県3区,栃木県,9,3,小山市、栃木市、下野市,4,中道改革連合、共産党、自民党、参政党,347966,295200,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.29,0.21,0.3,0.11,0.09,地方都市,0.55,0.08,0.34,0.58,中,4005000,0.03,0.29,自動車部品製造、農業、観光業,製造業の海外移転、人口減少、北部過疎化,96.0,0.401,0.512,0.49,0.501,0.43,0.13,0.07,0.07,0.05,0.04,0.03,0.18,0.5,0.36,0.14,0.19,0.42,0.39,0.23,製造業・産業振興,観光振興,農業振興,0.25,0.2,0.05,0.12,0.07,0.18,0.03,0.1,0.0396,0.1188,0.1287,0.0792,0.099,0.2277,0.0792,0.0594,0.0099,0.0792,0.0396,0.0396
栃木県4区,栃木県,9,4,足利市、佐野市、那須塩原市,3,国民民主党、共産党、自民党,347966,295200,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.29,0.21,0.3,0.11,0.09,地方都市,0.55,0.08,0.34,0.58,中,4005000,0.03,0.29,自動車部品製造、農業、観光業,製造業の海外移転、人口減少、北部過疎化,96.0,0.401,0.512,0.49,0.501,0.43,0.13,0.07,0.07,0.05,0.04,0.03,0.18,0.5,0.36,0.14,0.19,0.42,0.39,0.23,製造業・産業振興,観光振興,農業振興,0.25,0.2,0.05,0.12,0.07,0.18,0.03,0.1,0.0396,0.1188,0.1287,0.0792,0.099,0.2277,0.0792,0.0594,0.0099,0.0792,0.0396,0.0396
栃木県5区,栃木県,9,5,栃木県第5区エリア,4,中道改革連合、日本維新の会、共産党、自民党,347966,295200,0.09,0.1,0.15,0.14,0.17,0.35,0.49,0.51,0.29,0.21,0.3,0.11,0.09,地方都市,0.55,0.08,0.34,0.58,中,4005000,0.03,0.29,自動車部品製造、農業、観光業,製造業の海外移転、人口減少、北部過疎化,96.0,0.401,0.512,0.49,0.501,0.43,0.13,0.07,0.07,0.05,0.04,0.03,0.18,0.5,0.36,0.14,0.19,0.42,0.39,0.23,製造業・産業振興,観光振興,農業振興,0.25,0.2,0.05,0.12,0.07,0.18,0.03,0.1,0.0396,0.1188,0.1287,0.0792,0.099,0.2277,0.0792,0.0594,0.0099,0.0792,0.0396,0.0396
群馬県1区,群馬県,10,1,前橋市、富岡市,5,中道改革連合、国民民主党、共産党、自民党、参政党,387822,330000,0.12,0.12,0.14,0.14,0.15,0.33,0.49,0.51,0.3,0.21,0.3,0.1,0.09,中核市,0.75,0.05,0.32,0.63,中,4400000,0.025,0.33,自動車産業、電機製造、農業,人口減少、製造業構造転換、中山間地過疎化,95.5,0.375,0.52,0.498,0.509,0.42,0.13,0.07,0.06,0.06,0.04,0.03,0.19,0.5,0.34,0.16,0.2,0.42,0.38,0.24,製造業振興,人口減少対策,多文化共生,0.25,0.2,0.05,0.12,0.05,0.2,0.05,0.08,0.0882,0.1275,0.1373,0.0784,0.0588,0.1961,0.0686,0.0588,0.0294,0.0686,0.049,0.0392
群馬県2区,群馬県,10,2,高崎市、安中市,5,国民民主党、共産党、自民党、れいわ新選組、参政党,387822,330000,0.12,0.12,0.14,0.14,0.15,0.33,0.49,0.51,0.3,0.21,0.3,0.1,0.09,中核市,0.75,0.05,0.32,0.63,中,4400000,0.025,0.33,自動車産業、電機製造、農業,人口減少、製造業構造転換、中山間地過疎化,95.5,0.375,0.52,0.498,0.509,0.42,0.13,0.07,0.06,0.06,0.04,0.03,0.19,0.5,0.34,0.16,0.2,0.42,0.38,0.24,製造業振興,人口減少対策,多文化共生,0.25,0.2,0.05,0.12,0.05,0.2,0.05,0.08,0.0882,0.1275,0.1373,0.0784,0.0588,0.1961,0.0686,0.0588,0.0294,0.0686,0.049,0.0392
群馬県3区,群馬県,10,3,太田市、館林市、邑楽郡,5,中道改革連合、国民民主党、日本維新の会、共産党、自民党,349039,297000,0.09,0.1,0.14,0.14,0.17,0.36,0.49,0.51,0.3,0.21,0.3,0.1,0.09,地方都市,0.55,0.08,0.34,0.58,中,3960000,0.03,0.28,自動車産業、電機製造、農業,人口減少、製造業構造転換、中山間地過疎化,95.5,0.411,0.52,0.498,0.509,0.45,0.12,0.06,0.06,0.05,0.04,0.03,0.19,0.53,0.34,0.13,0.2,0.42,0.38,0.21,製造業振興,人口減少対策,多文化共生,0.25,0.2,0.05,0.12,0.05,0.2,0.05,0.08,0.0396,0.1188,0.1287,0.0792,0.099,0.2277,0.0792,0.0594,0.0099,0.0792,0.0396,0.0396
群馬県4区,群馬県,10,4,伊勢崎市、桐生市、みどり市,4,無所属、共産党、自民党、参政党,349039,297000,0.09,0.1,0.14,0.14,0.17,0.36,0.49,0.51,0.3,0.21,0.3,0.1,0.09,地方都市,0.55,0.08,0.34,0.58,中,3960000,0.03,0.28,自動車産業、電機製造、農業,人口減少、製造業構造転換、中山間地過疎化,95.5,0.411,0.52,0.498,0.509,0.45,0.12,0.06,0.06,0.05,0.04,0.03,0.19,0.53,0.34,0.13,0.2,0.42,0.38,0.21,製造業振興,人口減少対策,多文化共生,0.25,0.2,0.05,0.12,0.05,0.2,0.05,0.08,0.0396,0.1188,0.1287,0.0792,0.099,0.2277,0.0792,0.0594,0.0099,0.0792,0.0396,0.0396
群馬県5区,群馬県,10,5,群馬県第5区エリア,5,中道改革連合、国民民主党、減税日本、共産党、自民党,349039,297000,0.09,0.1,0.14,0.14,0.17,0.36,0.49,0.51,0.3,0.21,0.3,0.1,0.09,地方都市,0.55,0.08,0.34,0.58,中,3960000,0.03,0.28,自動車産業、電機製造、農業,人口減少、製造業構造転換、中山間地過疎化,95.5,0.411,0.52,0.498,0.509,0.45,0.12,0.06,0.06,0.05,0.04,0.03,0.19,0.53,0.34,0.13,0.2,0.42,0.38,0.21,製造業振興,人口減少対策,多文化共生,0.25,0.2,0.05,0.12,0.05,0.2,0.05,0.08,0.0396,0.1188,0.1287,0.0792,0.099,0.2277,0.0792,0.0594,0.0099,0.0792,0.0396,0.0396
埼玉県1区,埼玉県,11,1,さいたま市見沼区、岩槻区,4,日本維新の会、共産党、自民党、参政党,538616,454666,0.15,0.16,0.17,0.14,0.13,0.25,0.49,0.51,0.33,0.22,0.32,0.05,0.08,大都市,0.92,0.01,0.2,0.79,高,5280000,0.023,0.51,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.289,0.54,0.518,0.529,0.2871,0.198,0.1089,0.0792,0.0792,0.0495,0.0297,0.1683,0.35,0.4,0.25,0.23,0.45,0.32,0.41,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.1589,0.1776,0.1495,0.0935,0.0,0.1121,0.0654,0.0467,0.0467,0.0654,0.0561,0.028
埼玉県2区,埼玉県,11,2,川口市,5,中道改革連合、国民民主党、無所属、自民党、れいわ新選組,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県3区,埼玉県,11,3,草加市、越谷市の一部,6,中道改革連合、無所属、共産党、自民党、参政党、諸派,489651,413333,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.33,0.22,0.32,0.05,0.08,中核市,0.75,0.02,0.22,0.76,中,4800000,0.026,0.43,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.332,0.54,0.518,0.529,0.32,0.18,0.1,0.08,0.07,0.05,0.03,0.17,0.38,0.4,0.22,0.23,0.45,0.32,0.36,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.1373,0.1765,0.1373,0.0882,0.0,0.1471,0.0588,0.0588,0.0392,0.0784,0.049,0.0294
埼玉県4区,埼玉県,11,4,朝霞市、志木市、新座市、和光市,4,中道改革連合、国民民主党、共産党、自民党,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県5区,埼玉県,11,5,さいたま市大宮区、北区、中央区,3,共産党、自民党、参政党,563098,475333,0.17,0.17,0.18,0.13,0.12,0.23,0.49,0.51,0.33,0.22,0.32,0.05,0.08,大都市,0.98,0.01,0.17,0.82,高,6000000,0.021,0.58,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.266,0.54,0.518,0.529,0.2647,0.2059,0.1176,0.0784,0.0882,0.049,0.0294,0.1667,0.33,0.4,0.27,0.23,0.45,0.32,0.44,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.1835,0.1376,0.156,0.1009,0.0,0.0917,0.0734,0.055,0.0642,0.055,0.0642,0.0183
埼玉県6区,埼玉県,11,6,上尾市、桶川市、鴻巣市、北本市,4,中道改革連合、日本維新の会、自民党、諸派,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県7区,埼玉県,11,7,川越市、富士見市,2,中道改革連合、自民党,489651,413333,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.33,0.22,0.32,0.05,0.08,中核市,0.75,0.02,0.22,0.76,中,4800000,0.026,0.43,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.332,0.54,0.518,0.529,0.32,0.18,0.1,0.08,0.07,0.05,0.03,0.17,0.38,0.4,0.22,0.23,0.45,0.32,0.36,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.1373,0.1765,0.1373,0.0882,0.0,0.1471,0.0588,0.0588,0.0392,0.0784,0.049,0.0294
埼玉県8区,埼玉県,11,8,所沢市、入間市、狭山市の一部,2,日本維新の会、自民党,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県9区,埼玉県,11,9,飯能市、日高市、比企郡,2,無所属、自民党,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県10区,埼玉県,11,10,さいたま市浦和区、南区、緑区,5,中道改革連合、日本維新の会、自民党、れいわ新選組、参政党,538616,454666,0.15,0.16,0.17,0.14,0.13,0.25,0.49,0.51,0.33,0.22,0.32,0.05,0.08,大都市,0.92,0.01,0.2,0.79,高,5280000,0.023,0.51,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.289,0.54,0.518,0.529,0.2871,0.198,0.1089,0.0792,0.0792,0.0495,0.0297,0.1683,0.35,0.4,0.25,0.23,0.45,0.32,0.41,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.1589,0.1776,0.1495,0.0935,0.0,0.1121,0.0654,0.0467,0.0467,0.0654,0.0561,0.028
埼玉県11区,埼玉県,11,11,深谷市、本庄市、児玉郡,4,中道改革連合、自民党、れいわ新選組、参政党,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県12区,埼玉県,11,12,熊谷市、行田市、羽生市,5,中道改革連合、日本維新の会、共産党、自民党、れいわ新選組,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県13区,埼玉県,11,13,春日部市、蓮田市、白岡市,4,中道改革連合、共産党、自民党、参政党,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県14区,埼玉県,11,14,久喜市、加須市、幸手市,4,共産党、自民党、みらい、参政党,440685,372000,0.1,0.12,0.16,0.14,0.16,0.32,0.49,0.51,0.33,0.22,0.32,0.05,0.08,地方都市,0.55,0.05,0.24,0.71,中,4320000,0.031,0.38,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.368,0.54,0.518,0.529,0.35,0.17,0.09,0.08,0.06,0.05,0.03,0.17,0.41,0.4,0.19,0.23,0.45,0.32,0.33,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.0891,0.1683,0.1287,0.0891,0.0396,0.1782,0.0693,0.0594,0.0198,0.0891,0.0396,0.0297
埼玉県15区,埼玉県,11,15,越谷市の一部、吉川市、三郷市,5,中道改革連合、国民民主党、共産党、自民党、参政党,489651,413333,0.13,0.14,0.16,0.14,0.14,0.29,0.49,0.51,0.33,0.22,0.32,0.05,0.08,中核市,0.75,0.02,0.22,0.76,中,4800000,0.026,0.43,商業・サービス業、製造業、物流,東京依存、通勤時間の長さ、急速な高齢化,100.0,0.332,0.54,0.518,0.529,0.32,0.18,0.1,0.08,0.07,0.05,0.03,0.17,0.38,0.4,0.22,0.23,0.45,0.32,0.36,都市インフラ整備,子育て・教育,医療・福祉,0.22,0.25,0.05,0.15,0.05,0.12,0.04,0.12,0.1373,0.1765,0.1373,0.0882,0.0,0.1471,0.0588,0.0588,0.0392,0.0784,0.049,0.0294
千葉県1区,千葉県,12,1,千葉市中央区、稲毛区,1,自民党,555934,468846,0.17,0.16,0.18,0.13,0.12,0.24,0.49,0.51,0.34,0.22,0.31,0.05,0.08,大都市,0.98,0.02,0.14,0.84,高,6062500,0.021,0.57,商業・サービス業、石油化学、農業,東京依存、房総地域過疎化、防災対策,99.5,0.276,0.538,0.516,0.527,0.2745,0.1961,0.1176,0.0784,0.0882,0.049,0.0294,0.1667,0.34,0.39,0.27,0.22,0.45,0.33,0.43,災害対策・インフラ強靭化,成田空港・物流拠点,子育て・教育,0.23,0.22,0.05,0.13,0.05,0.13,0.04,0.15,0.1852,0.1296,0.1574,0.1019,0.0,0.1019,0.0741,0.0556,0.0648,0.0556,0.0556,0.0185
